,id,text,exp_tag,amb_tag
276,swishersweets 373,Look at all that fall foliage. Which Leaf blend is your main smoke?,False,False
277,swishersweets 415,Double tap if you're smoking on this Special blend this week. . . . ,False,False
278,swishersweets 372,Sunday funday goals. Tag the crew,False,False
279,swishersweets 414,,False,False
280,swishersweets 400,What summer cocktail do you pair with Passion Fruit? Let us know below! Available at Circle K and Holiday Stationstores.,False,False
281,swishersweets 366,What’s your brunch blend?,False,False
282,swishersweets 428,When she always brings your favorite blend,False,False
283,swishersweets 399,Tag a friend who needs to throw a pool party this weekend 💦,False,False
284,swishersweets 616,Let's talk about it. NOLA Takeover Dec 28th. . . . ,False,False
285,swishersweets 170,You pick the topic; he takes it from there. Kick your Friday off RIGHT with our guy @ConceitedNYC! ,False,False
286,swishersweets 164,Spark a Banana Daiquiri and drop your favorite beat! 🎵,False,False
287,swishersweets 602,About to have ourselves a day. . . . ,False,False
288,swishersweets 158,"have been WILD, fam. We’re going to run it back this Friday with our guy @poncedeleioun . Let your people know. 👇",False,False
289,swishersweets 59,Double tap if you got the Diamonds. ,False,False
290,swishersweets 71,The coldest of the cigarillos. ,False,False
291,swishersweets 65,when the beanie makes the first appearance. Here’s to bundling up in your finest fall gear and opening the windows when the sun starts to go down. That twilight air just hits different this time of year.,False,False
292,swishersweets 762,Let's get this started,False,False
293,swishersweets 776,Time is almost up to get your application in for the Class of 2018. Don’t sleep on the opportunity to make your dreams come true. Apply online using the link in our bio.,False,False
294,swishersweets 789,Our boy @MachineGunKelly brought the 🔥🔥🔥 to the MAX at . Get ready for much more action in 2018!,False,False
295,swishersweets 206,Now shi*ts getting real. Let us know below who your favorite actor is and why and you could be watching them on THIS TV!  Check in tomorrow for another MAJOR surprise. Thank you all for being responsible during this quarantine and congrats to all the winners! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
296,swishersweets 560,The 2018 Artist Project is going out with a bang tonight in New Orleans. starts now! . . . ,False,False
297,swishersweets 574,Why wait for the after-party? Tear into the weekend with Swisher Sweets. Don’t forget to cop your tix to . . .  ,False,False
298,swishersweets 212,You thought you lost your chance?! Well we’re giving away ANOTHA ONE to another responsible follower to help curb the boredom.  All you have to do is let us know below where your favorite place to smoke is! Go off! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
299,swishersweets 548,Who are you sharing your Swisher with today? . . . ,False,False
300,swishersweets 589,WHO’S READY FOR NOLA? Cop your tickets today while they’re 50% off. Link in bio . . . ,False,False
301,swishersweets 238,"If you aren’t down with the boss @yellabeezy214 ,consider this your final chance. Get to know the Class of 2020 artist here.",False,False
302,swishersweets 562,"is our biggest party of the year! All four headliners, six new artists and DJ Mannie Fresh take the stage in New Orleans on December 28th. Tickets are almost gone and going fast. Get yours now! Link in bio. . . . ",False,False
303,swishersweets 204,"Don’t. Miss. This. Who thinks they can name all the Swisher Sweets Limited Editions… EVER?  Do it and this laptop could be yours as a thank YOU from us for practicing safe social distancing!! As always, 24 hours only to qualify. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
304,swishersweets 210,Treat yourself to a SMOOTH smoke break. ,False,False
305,swishersweets 576,Who’s your ride or die? Tag em. . . .  ,False,False
306,swishersweets 748,Diamonds shinin' so hard they blindin'.,False,False
307,swishersweets 760,Tag someone you want to share a Limited Edition Maui Pineapple with 👇👇👇,False,False
308,swishersweets 774,"Hey, handsome. Tag someone you think would kill it in this exclusive camo longsleeve and pick one up at www.swishergear.com.",False,False
309,swishersweets 73,Nothing but good vibes this weekend fam!  ,False,False
310,swishersweets 67,"Time is running out, fam. We’re awarding $10k with the RAGER BØY @TylaYaweh to the next big act to come out of central Florida.  If you think that’s you, RUN to the link in our bio and submit the application before 10/12. ",False,False
311,swishersweets 199,"It's not about a lifestyle, it's about living life to the fullest. Who is puff puff passing virtually tonight? Drop a 🖐️ below ",False,False
312,swishersweets 9,Get those orders in ASAP to cop your NYE look for 25% off + free shipping at the link in bio. ,False,False
313,swishersweets 628,Unbreakable . . . . ,False,False
314,swishersweets 172,"If you're not smoking a Swisher Sweet while wearing some Swisher Sweets, what are you even doing? ",False,False
315,swishersweets 614,Tag your pong partner and get ready for the weekend! . . . ,False,False
316,swishersweets 600,We’re sticking with sticky! Look for the latest Encore Edition in stores starting January 2019. . . . ,False,False
317,swishersweets 98,Double tap if this is the move tonight 💨,False,False
318,swishersweets 166,Who’s puffing a Banana Daiquiri by the pool this week?,False,False
319,swishersweets 358,It may be cuffing season but that doesn't mean you have to share your Purple Swish. ,False,False
320,swishersweets 416,,False,False
321,swishersweets 370,Twinning. Tag your partner in crime 👯,False,False
322,swishersweets 364,Who’s about that puff-puff Passion fruit life?,False,False
323,swishersweets 402,"Red, white, and Swishers all over. ",False,False
324,swishersweets 365,Nothing says Fall like Honey Leaf,False,False
325,swishersweets 403,Stocking up for . Comment below with your BBQ essentials.,False,False
326,swishersweets 417,"No shirt, no shoes but def bring the blues. . . . ",False,False
327,swishersweets 371,"Pop quiz: How many Classics can you name? Don’t check the comments, just type 👇",False,False
328,swishersweets 359,Don’t show up to Friendsgiving empty handed,False,False
329,swishersweets 99,Show out 👇,False,False
330,swishersweets 601,Monday Mood. . . . ,False,False
331,swishersweets 167,What BLK are you grabbing to smoke away the Sunday scaries? ,False,False
332,swishersweets 173,Whose Mom is getting smokes today instead of flowers? Tag them below.,False,False
333,swishersweets 615,"Don’t sleep on Limited Edition Coco Blue, fam. It won’t be around forever... . . . ",False,False
334,swishersweets 629,Straight out the vault.,False,False
335,swishersweets 8,"@TylaYaweh surprises artist @lilgoyaxo, with a $10,000 Swisher Sweets Artist Project Hometown Grant check. Lil Goya's journey has just begun and we are here for it. ",False,False
336,swishersweets 66,Nothing basic about it. Grab yours at swishergear.com,False,False
337,swishersweets 198,"By now you should be the GOATS of social distancing, but we know it's tough. That's why we're giving away ANOTHER FLATSCREEN to the .  Drop the name of your ALL TIME favorite blend below and we'll send one of you a brand new TV to swag up your quarantine crib. 24 hours to enter starts....now. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes. By now you should be the GOATS of social distancing, but we know it's tough. That's why we're giving away ANOTHER FLATSCREEN to the .  Drop the name of your ALL TIME favorite blend below and we'll send one of you a brand new TV to swag up your quarantine crib. 24 hours to enter starts....now. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
338,swishersweets 72,Who's smoking that good grape? ,False,False
339,swishersweets 775,"For a smashing good time, call on our newest addition to the Encore Edition lineup - BANANA SMASH!",False,False
340,swishersweets 761,Straight to the dome. Swisher available at www.swishergear.com. ,False,False
341,swishersweets 749,"Seeing double. Double Barrel Rum, that is.",False,False
342,swishersweets 211,Who thinks they can predict what blend is coming out this season?  Get it right and you could be the lucky winner to take home this laptop to curb the quarantine boredom! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
343,swishersweets 577,Sure sign of a good time. What blend you got tonight? Comment below. . . .  ,False,False
344,swishersweets 563,"In just two days, the hosts the 2nd Annual ! Will you be there?  Ticket link in bio. . . .  ",False,False
345,swishersweets 205,Who is high-key excited to light up some Leaf tn?,False,False
346,swishersweets 239,"Hear the secret to success straight from our guy @dababy, the 2020 Spark Award Recipient.",False,False
347,swishersweets 588,You already know what's going on. . . . ,False,False
348,swishersweets 585,Swishers and chill? . . . ,False,False
349,swishersweets 591,CHILL LEVEL 1000 . . . ,False,False
350,swishersweets 220,"WIN some swag for the next 15 days while you are home practicing social distancing!  To kick things off, comment below and tell us what you’re doing during your quarantine time and you could win this FREE flat screen TV! For each prize, have 24 hours to qualify, get going people! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes. WIN some swag for the next 15 days while you are home practicing social distancing!  To kick things off, comment below and tell us what you’re doing during your quarantine time and you could win this FREE flat screen TV! For each prize, have 24 hours to qualify, get going people! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
351,swishersweets 546,Who’s ready for the next Limited Edition? Any guesses as to what it will be? . . . ,False,False
352,swishersweets 552,Are you on ? Tag your squad! . . . ,False,False
353,swishersweets 234,Get to know @melii from the Artist Project Class of 2020.,False,False
354,swishersweets 208,"OK fam, we'll do another one. Win a fly new laptop to social distance in style TODAY ONLY!  Drop your area code below so we know where you're repping for a chance to win. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
355,swishersweets 787,Embrace and stay fly af with the OFFICIAL hooded sweatshirt. Cop it at the link in our bio!,False,False
356,swishersweets 793,Something new is coming soon. Stay tuned…,False,False
357,swishersweets 744,Now this is something you can really sink your teeth into.,False,False
358,swishersweets 750,"We just dropped (count em!) THREE C-Store Session videos featuring @urdjuice in Detroit. Slide over to our YouTube Channel to watch and while you’re there, don’t forget to Subscribe! ",False,False
359,swishersweets 778,Pocket-sized but highly prized.,False,False
360,swishersweets 195,We're always here for some wine. Leave a 🍷 if you feel the same.,False,False
361,swishersweets 181,We can all use a Swisher Sweet rn!  Head to your local c-store to grab some Limited Edition Banana Daiquiri.,False,False
362,swishersweets 57,Get tippy with it. ,False,False
363,swishersweets 5,This is how we wine down after the holidays. ,False,False
364,swishersweets 43,Purple is always the play. ,False,False
365,swishersweets 803,When you go to the store for some Swishers and walk into a B.O.B. show. Keep an eye out for the debut of the latest edition of our C-Store Sessions pop up concert series.,False,False
366,swishersweets 630,Which Swisher blend are you holding rn?,False,False
367,swishersweets 156,,False,False
368,swishersweets 142,You don't need a getaway to get. away. Just a quiet spot and the BLK of your choice.,False,False
369,swishersweets 624,Who’s tearing into Tropical Fusion this weekend? . . . . ,False,False
370,swishersweets 94,"We got your right here. Cop your own bucket, tee and slides at swishergear.com",False,False
371,swishersweets 80,"Twilight. That time when the day is over, but the night is just beginning. Welcome to the sweetest hour of them all, how are you making the most of it? ",False,False
372,swishersweets 618,The coldest in the game ❄ Bundle up and come see @laflare1017 at the 2nd Annual NOLA Takeover. . . . . ,False,False
373,swishersweets 397,Don’t mind if I do.,False,False
374,swishersweets 383,Squad. Goals.,False,False
375,swishersweets 354,Everyone’s out there looking for deals but we’re like,False,False
376,swishersweets 432,Feelin’ patriotic with these three today 🇺🇸 comment below which blend you’re representing with! ,False,False
377,swishersweets 426,"Yeah, fam we went there. Mango + Passion Fruit bring the summer vibes straight to your Swisher. Tag a friend to spread the passion.",False,False
378,swishersweets 340,Who's gonna be on the naughty list with you this year? @ them below,False,False
379,swishersweets 368,Drop a ✋if you mess with White Grape,False,False
380,swishersweets 369,"Leave the rest behind, it’s leaf season",False,False
381,swishersweets 427,You can't fake that Classic style,False,False
382,swishersweets 341,We've been keeping this one a secret for A LONG TIME. Introducing Swisher Sweets Silver. Hit the link it our bio to find it near you.,False,False
383,swishersweets 355,When your Grandma asks you to pass the Leaf. ,False,False
384,swishersweets 433,Get in the center of the @Shaq-tion with this exclusive interview. ,False,False
385,swishersweets 382,Tag your Friday crew and let 'em know what blend you're rolling up to the party with,False,False
386,swishersweets 396,@ a friend who accessorizes with Limited Editions.,False,False
387,swishersweets 619,"When it comes to Tropical Fusion, there’s no confusion. . . . . ",False,False
388,swishersweets 81,Tag away. We've got @tylayaweh,False,False
389,swishersweets 95,"It’s wild to say, but we believe it: , fam. So be generous with the love when you’re out and about...just show it from a distance. After all, it’s the little moments that remind us that .  Drop a 👋  to a long-lost friend below",False,False
390,swishersweets 143,"Grab that Monday Swisher Sweets and spark the lighter, fam. You earned it.",False,False
391,swishersweets 625,"On sale now! Gucci Mane, MGK, Fetty Wap & Desiigner co-headline the 2nd Annual NOLA Takeover. Dec. 28th. . . . @laflare1017 @lifeofdesiigner @machinegunkelly @fettywap1738",False,False
392,swishersweets 631,"One for me, one for you.",False,False
393,swishersweets 157,,False,False
394,swishersweets 802,The remedy for rush hour. .,False,False
395,swishersweets 42,So fresh and so 🔥 So fresh and so 🔥,False,False
396,swishersweets 56,Tap it to pass it. ,False,False
397,swishersweets 4,What would you do if @TylaYaweh showed up at your door? Head to IGTV to watch more. ,False,False
398,swishersweets 180,"If you haven't stocked up on Swisher Sweets gear, what are you waiting for? Get your summer fit now! ",False,False
399,swishersweets 194,"The LAST prize goes to… Thanks to everyone for tuning in to win some awesome prizes while practicing social distancing!  Tag below who you can’t wait to see once the quarantine is over and you could have this TV on its way to you!! As always, 24 hours only to qualify. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
400,swishersweets 779,Imagine yourself on the BIG stage. Think you got the skills to take your music career to the next level? We’re looking for the next group of emerging artists to join the Class of 2018. Apply today using the link in our bio!,False,False
401,swishersweets 751,For those proud to make their own path. ,False,False
402,swishersweets 745,"Rustic, raw, and made for the modern day Outlaw ",False,False
403,swishersweets 792,"Ugggggggh, six more weeks of winter? Thanks for nothing, Phil! ",False,False
404,swishersweets 786,It’s here ! Say aloha to the latest blend - Maui Pineapple is in stores now but only for a limited time.,False,False
405,swishersweets 209,"Down in the dumps cause you didn’t win a flat screen the past three days?  Well, we’re back with another opportunity to win as a THANK YOU from Swisher Sweets for socially distancing yourself and being responsible! Comment below to let us know your funniest of all time smoking story to win. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes. Down in the dumps cause you didn’t win a flat screen the past three days?  Well, we’re back with another opportunity to win as a THANK YOU from Swisher Sweets for socially distancing yourself and being responsible! Comment below to let us know your funniest of all time smoking story to win. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
406,swishersweets 553,Double tap if you keep a Swisher on deck at all times. . . . ,False,False
407,swishersweets 235,This pocket tee is COMF. Grab one for Spring.,False,False
408,swishersweets 221,"This year, it's no joke. Happy Hour starts now.  Swisher Sweets Limited Edition Banana Daiquiri in stores...for real!",False,False
409,swishersweets 547,"2 friends, 1 swisher. Tag your go to . . . ",False,False
410,swishersweets 590,"Only 3 days left to enter the NOLA Takeover Sweepstakes! Hit the link in our bio to win travel, hotel and VIP tickets for 2 to the Artist Project’s biggest party to date. . . . ",False,False
411,swishersweets 584,Sweet like a Georgia Peach 🍑 . . .  ,False,False
412,swishersweets 592,Shop http://swishergear.com and use coupon code CYBER40 to save 40% in our entire online store. . . . ,False,False
413,swishersweets 586,What are you smoking today?  Comment below 👇👇 . . . ,False,False
414,swishersweets 237,That’s the @tylayaweh motto and we’re bringing it with us all through 2020. Educate yourself on the Class of 2020 artist with this interview.,False,False
415,swishersweets 551,You got that gear? Keep it fresh in 2019 with official Swisher merchandise. Link in bio to shop. . . . ,False,False
416,swishersweets 545,in full effect. Who are you kicking it with today? . . . ,False,False
417,swishersweets 223,What’s up fools? It’s April 1. The wait is over. Can you call our blend this year?,False,False
418,swishersweets 579,Sundays are for the boys. Tag your gameday crew . . .  ,False,False
419,swishersweets 790,"ONE TEAM ONE LOVE! It doesn’t matter where you’re from or what team you root for, we’re all TEAM SWISHER! Cop this heat in the online shop at the link in our bio",False,False
420,swishersweets 784,Looking for something a little more rough around the edges?  Get hype to @outlawscigars,False,False
421,swishersweets 753,Swisher Sweets Outlaws are as bold as the people who smoke them. Swipe to meet some of our posse.,False,False
422,swishersweets 747,It’s dinner time! Check out our new Limited Edition Dinner Series lineup and leave a comment with another classic dish you think would make a great blend.,False,False
423,swishersweets 182,Nothing fresher than a new fit. ,False,False
424,swishersweets 196,"We want to applaud y’all for doing your part in keeping society safe! Peace, love and Swisher Sweets!  Comment below what you’re grateful for in the world rn for one of your last chances to win a free laptop! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
425,swishersweets 68,It's the weekend. Get that game face on.,False,False
426,swishersweets 40,Bling. Bling. Bling. ,False,False
427,swishersweets 800,Setting the standard since 1958.,False,False
428,swishersweets 6,"‘Tis the season to celebrate the ones who’ve always been there. Whether you're celebrating virtually or in-person, we hope you have a safe and happy holiday. ",False,False
429,swishersweets 54,All blinged up like Gucci. ,False,False
430,swishersweets 627,What’s your go-to Swisher blend? . . . . ,False,False
431,swishersweets 141,"If you like our Original pouch, you'll love the remix. Heat up that summer smoke sesh with one of our four pouches, ft. the OG Swisher Sweets Original Red cigarillo inside. Hurry up fam, cause these WILL run out. If you like our Original pouch, you'll love the remix. Heat up that summer smoke sesh with one of our four pouches, ft. the OG Swisher Sweets Original Red cigarillo inside. Hurry up fam, cause these WILL run out. ",False,False
432,swishersweets 155,,False,False
433,swishersweets 633,Better pack some Black.,False,False
434,swishersweets 83,Which blend gets you cheesing like this? ,False,False
435,swishersweets 169,The sun is setting on Friday night. Time to light up and let the week roll off your shoulders. ,False,False
436,swishersweets 97,Always keep some spare Diamonds on deck. Always keep some spare Diamonds on deck. ,False,False
437,swishersweets 380,@ a girl whose got good taste,False,False
438,swishersweets 394,Don't leave her hanging,False,False
439,swishersweets 343,📣🎉MIAMI🎉📣 Swisher Sweets Artist Project presents @dababy at @shaqsfunhouse during the Big Game Weekend! TIX on sale Thursday at 11AM EST at the link in our bio! Stay tuned for ticket giveaways + more artists TBA!,False,False
440,swishersweets 425,"Leave the rest behind, Leaf is here.",False,False
441,swishersweets 431,"Fam, we’ve got BIG news coming this week. Stay tuned 👀",False,False
442,swishersweets 357,We went back to the Chi with Valee to get the knowledge on where his artistic journey started. Hear the story straight from the partner here.,False,False
443,swishersweets 419,Pro Tip: The second Swisher is the ultimate icebreaker,False,False
444,swishersweets 418,What does your blend say about you? Let us know below!,False,False
445,swishersweets 430,Tomorrow we’re dropping the big news! Are you ready to leave the rest behind?,False,False
446,swishersweets 356,is the biggest party night of the year. Let’s do this.,False,False
447,swishersweets 342,Wildin' out Wednesday doesn't have to stop just cause Santa's watching.,False,False
448,swishersweets 424,For the true originals. Have you added Leaf to your lineup yet?,False,False
449,swishersweets 395,"means longer nights to party. Celebrate with a Limited Edition, fam.",False,False
450,swishersweets 381,Comment below what you're packing with Passion Fruit.,False,False
451,swishersweets 168,Hands up if you're always stocked up on Silver.,False,False
452,swishersweets 96,"When you want a smooth escape, is the play.",False,False
453,swishersweets 82,Our girl @justinavalentine swings through in this video with an update AND a tip on where to find your next pack. Check it out 👀,False,False
454,swishersweets 154,Reflective and resolute. .,False,False
455,swishersweets 632,Who’s mad for Mango?,False,False
456,swishersweets 626,Be sure you got a rider beside you. . . . . ,False,False
457,swishersweets 140,It's a grape day to take the party outside. Who's burning a Classic Swisher Sweets today?,False,False
458,swishersweets 7,@TylaYaweh drops in to surprise artist @lilgoyaxo with a $10K Swisher Sweets Artist Project Hometown Grant check. We can't wait watch Lil Goya rise in 2021. ,False,False
459,swishersweets 55,"and by tweet we mean post. This better hit 500 Likes, fam...",False,False
460,swishersweets 801,Limited Edition Lemon. Cop Lemon Ice before it goes back in the vault!,False,False
461,swishersweets 41,"Fam, you seen these yet? The Limited Time Camo package edition of our Swisher Sweets Green Cigarillos just dropped, and they look 🔥. ",False,False
462,swishersweets 197,"It's always time, but when the sun goes down and lighters go up it's hard not to think that ",False,False
463,swishersweets 69,Smooth & steady like a ,False,False
464,swishersweets 183,Sweet like a peach! Double tap if this is your favorite blend!,False,False
465,swishersweets 746,"Pass the Swisher and turn up the music, it’s ! Tag your partner in party 👇👇👇",False,False
466,swishersweets 752,Hold out for the original. Never settle for less.,False,False
467,swishersweets 785,Good things come in threes like Swisher Sweets Mini Cigarillos.,False,False
468,swishersweets 791,We can’t get enough of our newest Encore Edition. So pumped that Banana Smash is here to stay! Tag a friend who needs some Banana Smash in their life.,False,False
469,swishersweets 578,Who are you sharing your Swishers with today? Tag em. . . . ,False,False
470,swishersweets 544,Where the ladies at?! Tag the in your life. . . . ,False,False
471,swishersweets 222,Oh yeah. Things just got bananas. This years blend is no joke. Swisher Sweets Limited Edition Banana Daiquiri.,False,False
472,swishersweets 236,Get down with the south Florida sensation and Class of 2020 artist right here on our Instagram.,False,False
473,swishersweets 550,Who run the world? . . . ,False,False
474,swishersweets 587,All smiles for Sweets . . . ,False,False
475,swishersweets 593,"If this ain’t part of your Sunday Funday routine, you’re doing it wrong. . . . ",False,False
476,swishersweets 597,Thankful for the real ones. . . . ,False,False
477,swishersweets 583,Classic indeed . . . ,False,False
478,swishersweets 568,Tag someone who only smokes classics. . . . ,False,False
479,swishersweets 554,Right before MGK climbed up the balcony and scaled the railing for the most epic performance ever. Swipe through to see the Wild Boy tearing it up at the . . . . ,False,False
480,swishersweets 232,When the world is all bumping and you're needing a SMOOTH move. ,False,False
481,swishersweets 226,April fools is comin’ & you know we love to tease a good blend. We’re counting down our fave fakes & stay tuned for April 1.  What blend would you love to see?,False,False
482,swishersweets 540,True to the streets. . . . ,False,False
483,swishersweets 795,Make it a Grape day with our Mini Cigarillos. ,False,False
484,swishersweets 781,It was an honor to have @iamcardib headline . Just wait until you see what we have planned this year...,False,False
485,swishersweets 756,"When you need to keep it , Mini Cigarillos got your back. . . . ",False,False
486,swishersweets 742,"Getting to the top is never easy.  We founded the as a way to give back to the culture that’s repped the shield since day one. The Artist Project is an accelerator for the next generation of rap and hip hop visionaries. We pair them with other artists at the top of their game, give them a chance to show out in front of their home crowd, then invite the best to join us in making their mark.  The best part of it, fam? You’re along for the ride. Keep an eye on ap.swishersweets.com for the tour schedule. You’ll get to see the best emerging talent in your city, catch an unforgettable set by one of our headliners, then vote to send your favorite local artist on to our end of the year bash.  Get ready, Swisher fam. 2018 is going to be 🔥",False,False
487,swishersweets 45,"Think you’re the next @BrantleyGilbert? Here’s your chance to prove it. Hit the link in our bio to apply for our latest Hometown Grant, exclusively for artists on the come up from . The winner receives $15k and an interview with the . Hurry up, applications close SOON. ",False,False
488,swishersweets 805,Rep the shield with merch. Link in bio.,False,False
489,swishersweets 51,Check it out 👆,False,False
490,swishersweets 811,Here’s to celebrating the New Year with the originals. Tag a friend who’s been with you ,False,False
491,swishersweets 3,"End 2020 in a new fit. Only four days left to rep the shield at 25% off. Oh yeah, and we're throwing in free shipping. Link in our bio",False,False
492,swishersweets 187,Who else is ready for a Strawberry summer night? ,False,False
493,swishersweets 79,It’s time to level up your smoke session. ,False,False
494,swishersweets 193,Honey straight DRIPPING.,False,False
495,swishersweets 178,Can’t decide which blend to pair with your drink today?  No problem! Double up for some Cinco de Mayo celebration!  ,False,False
496,swishersweets 86,Go get 'em 👇 Go get 'em 👇,False,False
497,swishersweets 92,Twilight is the best time to explore the hood. Double tap if you agree. ,False,False
498,swishersweets 144,What’s your favorite blend?,False,False
499,swishersweets 622,"They brought the house down in Los Angeles, Detroit, Philadelphia and Atlanta. Together they’ll blow the roof off the Orpheum Theater in New Orleans when all four of this year’s headliners take the stage at NOLA Takeover.  Tickets are now available through the link in bio. . . . ",False,False
500,swishersweets 636,"Oops, pockets froze.",False,False
501,swishersweets 150,"We're bringing the bottle service from the club to the crib with this one.  Introducing Swisher Sweets Cognac, AVAILABLE NOW!",False,False
502,swishersweets 385,Don't leaf for gameday without it,False,False
503,swishersweets 391,Where the Cherry Dyamite fans at? ✋ 👇,False,False
504,swishersweets 408,Ghetto Lenny with the dance moves. Go listen to @saintjhn’s new album Ghetto Lenny’s Love Songs OUT NOW!,False,False
505,swishersweets 420,Double tap if you're escaping with Passion Fruit this weekend.,False,False
506,swishersweets 346,"If Diamonds were a holiday song, what song would it be? Comment below 👇",False,False
507,swishersweets 352,Consider this the green light to start that party,False,False
508,swishersweets 434,It got pretty down in Miami. Watch here to see how it all went down!,False,False
509,swishersweets 353,Riding into the last month of 2019 like,False,False
510,swishersweets 435,That mood all week🎉 Tag your partner in crime below👇👇,False,False
511,swishersweets 421,"It's Friday, time to get twisted 🏝",False,False
512,swishersweets 347,Tis the szn,False,False
513,swishersweets 409,Keep your friends close and your Swishers closer. . . . ,False,False
514,swishersweets 390,"Girl, you know I got you.",False,False
515,swishersweets 384,How many Limited Editions can you name? Show out 👇👇,False,False
516,swishersweets 637,Tag the friend who always brings the lighter.,False,False
517,swishersweets 151,The quickest way to spark up a summer party?  Crank a fire playlist and fire up a pack of Swisher Sweets Original RED in one of our FOUR summertime pouches. Double tap if you’re adding all four to your collection.  ,False,False
518,swishersweets 145,Who's starting those fireworks early with a Swisher Sweets Original Red?  Tell us which of our four colorways you’re repping 👇 ,False,False
519,swishersweets 623,Weekend mood. @lifeofdesiigner,False,False
520,swishersweets 93,Certified sweet. Seven days a week ,False,False
521,swishersweets 179,Out of smokes?  Check out our store locator on swishersweets.com to find out where you can stock up on your favorite BLK!,False,False
522,swishersweets 87,Your time starts....now. Get that quick smoke break started with cigarillos,False,False
523,swishersweets 192,Our ideal three of a kind,False,False
524,swishersweets 186,Hands free Swisher Sweets szn.,False,False
525,swishersweets 78,"When you need a minute, reach for a Mini Cigarillo ",False,False
526,swishersweets 810,Whoever said the sky's the limit never tried Wild Rush...,False,False
527,swishersweets 50,"Halloween is only three days away, it’s time to turn it up! Drop a comment below with your 2020 costume plans, and if you’re still searching, here’s some inspiration for you. ",False,False
528,swishersweets 2,"Country star, @BrantleyGilbert is taking the Swisher Sweets Artist Project to his 'Dawg House' down in Georgia on the next episode of the Hometown Grant series out tomorrow! ",False,False
529,swishersweets 804,Embrace the chill with Arctic Ice.,False,False
530,swishersweets 44,Double tap if BLK is the only way. ,False,False
531,swishersweets 743,"It was all Gucci at the 2nd annual Spark Award party! We were proud to present this year's award to @laflare1017 and glad @fettywap1738 could join us for the after party. Stay tuned for SO MUCH MORE Artist Project info, including tour dates, at ap.swishersweets.com",False,False
532,swishersweets 757,Be the guy who always brings the .,False,False
533,swishersweets 780,Conveniently stowable and ready for adventure.,False,False
534,swishersweets 794,Rocking the Classic look.,False,False
535,swishersweets 227,"Our girl @justinavalentine is getting all the behind the scenes action on the winner, Swerve. If you missed it, get to our feed to get the news.",False,False
536,swishersweets 541,Swisher gear is the perfect smoking accessory. Get the goods using the link in our bio. . . . ,False,False
537,swishersweets 555,Happy New Years Eve everyone . . . ,False,False
538,swishersweets 233,Allow me to reintroduce myself my name is CHER- RY. The tip-cigarillo you want when you need a break from it all.  ,False,False
539,swishersweets 569,You fancy huh? . . . ,False,False
540,swishersweets 582,Grab the girls and tear into the weekend . . . ,False,False
541,swishersweets 596,Stay tuned to our stories all weekend long for sweet deals.  ,False,False
542,swishersweets 580,Stepping into Saturday like . . . ,False,False
543,swishersweets 594,After the smoke is clear... . . . ,False,False
544,swishersweets 219,See @dababy get the trophy and hear what he had to say here.,False,False
545,swishersweets 543,Tag your homie! . . . ,False,False
546,swishersweets 225,Mid day smoke break? We’re counting down our fave fakes for April 1.  What blend would you love to blaze?,False,False
547,swishersweets 231,When the world is all bumping and you're needing a SMOOTH move. ,False,False
548,swishersweets 557,Are you for NYE? Don't forget the Swishers. . . . ,False,False
549,swishersweets 782,"to when the Class of 2017 took the stage at . Next time, it could be YOU! Applications for the Class of 2018 are now open. Link in bio.",False,False
550,swishersweets 796,Swag.  Score your Swisher Sweets hoodie at the link in our bio.,False,False
