index,Unnamed: 0,id,text,exp_tag,amb_tag,extract_tag,tobacco_warning
311,311,swishersweets 199,Its not about a lifestyle its about living life to the fullest Who is puff puff passing virtually tonight Drop a 🖐️ below ,False,False,#LifeIsSweet,False
312,312,swishersweets 9,Get those orders in ASAP to cop your NYE look for 25 off  free shipping at the link in bio ,False,False,#SSGear,False
313,313,swishersweets 628,Unbreakable     ,False,False,#SwisherSweets  #SwisherDiamond  #Swisher  #SinceDayOne  #SmokeBreak  #LightItUp,False
314,314,swishersweets 172,If youre not smoking a Swisher Sweet while wearing some Swisher Sweets what are you even doing ,False,False,#SSGear,False
315,315,swishersweets 614,Tag your pong partner and get ready for the weekend    ,False,False,#SwisherDiamond  #Swisher  #SwisherSweets  #SinceDayOne  #SwisherClassic  #SmokeBreak  #LightItUp,False
316,316,swishersweets 600,We’re sticking with sticky Look for the latest Encore Edition in stores starting January 2019    ,False,False,#StickySweets  #EncoreEdition  #SwisherSweets  #Swisher  #SinceDayOne  #SwisherClassic  #SmokeBreak,False
317,317,swishersweets 98,Double tap if this is the move tonight 💨,False,False,None,False
318,318,swishersweets 166,Who’s puffing a Banana Daiquiri by the pool this week,False,False,None,False
319,319,swishersweets 358,It may be cuffing season but that doesnt mean you have to share your Purple Swish ,False,False,#JustSayin,False
321,321,swishersweets 370,Twinning Tag your partner in crime 👯,False,False,None,False
322,322,swishersweets 364,Who’s about that puffpuff Passion fruit life,False,False,None,False
323,323,swishersweets 402,Red white and Swishers all over ,False,False,#LDW,False
324,324,swishersweets 365,Nothing says Fall like Honey Leaf,False,False,None,False
325,325,swishersweets 403,Stocking up for  Comment below with your BBQ essentials,False,False,#LDW,False
326,326,swishersweets 417,No shirt no shoes but def bring the blues    ,False,False,#SmokeBreak  #LightItUp  #Swishers  #SwisherSweets  #Cigarstagram  #Cigarillos  #SinceDayOne  #SummerVibes  #Blueberry  #Classics,False
327,327,swishersweets 371,Pop quiz How many Classics can you name Don’t check the comments just type 👇,False,False,None,False
328,328,swishersweets 359,Don’t show up to Friendsgiving empty handed,False,False,None,False
329,329,swishersweets 99,Show out 👇,False,False,None,False
330,330,swishersweets 601,Monday Mood    ,False,False,#MondayMood  #Swisher  #SwisherSweets  #SinceDayOne  #WildRush  #SmokeBreak  #LightItUp,False
331,331,swishersweets 167,What BLK are you grabbing to smoke away the Sunday scaries ,False,False,#BLKBerry,False
332,332,swishersweets 173,Whose Mom is getting smokes today instead of flowers Tag them below,False,False,None,False
333,333,swishersweets 615,Don’t sleep on Limited Edition Coco Blue fam It won’t be around forever    ,False,False,#CocoBlue  #SwisherSweets  #Swisher  #SinceDayOne  #SmokeBreak  #LightItUp,False
334,334,swishersweets 629,Straight out the vault,False,False,None,False
335,335,swishersweets 8,TylaYaweh surprises artist lilgoyaxo with a 10000 Swisher Sweets Artist Project Hometown Grant check Lil Goyas journey has just begun and we are here for it ,False,False,#Orlando  #SSArtistProject  #SSAPGrant  #LifeIsSweet,False
336,336,swishersweets 66,Nothing basic about it Grab yours at swishergearcom,False,False,None,False
337,337,swishersweets 198,By now you should be the GOATS of social distancing but we know its tough Thats why were giving away ANOTHER FLATSCREEN to the   Drop the name of your ALL TIME favorite blend below and well send one of you a brand new TV to swag up your quarantine crib 24 hours to enter startsnow NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes By now you should be the GOATS of social distancing but we know its tough Thats why were giving away ANOTHER FLATSCREEN to the   Drop the name of your ALL TIME favorite blend below and well send one of you a brand new TV to swag up your quarantine crib 24 hours to enter startsnow NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SwisherFam #SocialDistancing   #SwisherFam #SocialDistancing  ,False
338,338,swishersweets 72,Whos smoking that good grape ,False,False,#SSClassicCigarillos,False
339,339,swishersweets 775,For a smashing good time call on our newest addition to the Encore Edition lineup  BANANA SMASH,False,False,None,False
340,340,swishersweets 761,Straight to the dome Swisher available at wwwswishergearcom ,False,False,#snapbacks  #LinkInBio,False
341,341,swishersweets 749,Seeing double Double Barrel Rum that is,False,False,None,False
342,342,swishersweets 211,Who thinks they can predict what blend is coming out this season  Get it right and you could be the lucky winner to take home this laptop to curb the quarantine boredom NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SocialDistancing  ,False
343,343,swishersweets 577,Sure sign of a good time What blend you got tonight Comment below     ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #VIP  #BlowingSmoke  #LightItUp  #Cigarstagram  #Chocolate,False
344,344,swishersweets 563,In just two days the hosts the 2nd Annual  Will you be there  Ticket link in bio     ,False,False,#SwisherArtistProject  #NOLATakeover #SwisherSweets  #Swishers  #SwisherArtistProject  #NOLAHipHop  #MGK  #Est4life  #GucciMane  #laflare1017  #FettyWap1738  #Desiigner  #Panda  #NOLA  #NewOrleans,False
345,345,swishersweets 205,Who is highkey excited to light up some Leaf tn,False,False,None,False
346,346,swishersweets 239,Hear the secret to success straight from our guy dababy the 2020 Spark Award Recipient,False,False,None,False
347,347,swishersweets 588,You already know whats going on    ,False,False,#WildRush  #EncoreEdition  #Swisher  #SwisherSweets  #SinceDayOne  #SmokeBreak  #LightItUp,False
348,348,swishersweets 585,Swishers and chill    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #Cigarillos  #LightItUp  #Diamond,False
349,349,swishersweets 591,CHILL LEVEL 1000    ,False,False,#CocoBlue  #Swisher  #SwisherSweets  #SinceDayOne  #SmokeBreak,False
350,350,swishersweets 220,WIN some swag for the next 15 days while you are home practicing social distancing  To kick things off comment below and tell us what you’re doing during your quarantine time and you could win this FREE flat screen TV For each prize have 24 hours to qualify get going people NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes WIN some swag for the next 15 days while you are home practicing social distancing  To kick things off comment below and tell us what you’re doing during your quarantine time and you could win this FREE flat screen TV For each prize have 24 hours to qualify get going people NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SocialDistancing   #SocialDistancing  ,False
351,351,swishersweets 546,Who’s ready for the next Limited Edition Any guesses as to what it will be    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #BoozyWatermelon  #Cigarillos  #LightItUp,False
352,352,swishersweets 552,Are you on  Tag your squad    ,False,False,#TeamSwisher #SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #Cigarillos  #LightItUp,False
353,353,swishersweets 234,Get to know melii from the Artist Project Class of 2020,False,False,None,False
354,354,swishersweets 208,OK fam well do another one Win a fly new laptop to social distance in style TODAY ONLY  Drop your area code below so we know where youre repping for a chance to win NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SocialDistancing  ,False
355,355,swishersweets 787,Embrace and stay fly af with the OFFICIAL hooded sweatshirt Cop it at the link in our bio,False,False,#HoodieSeason  #SwisherSweets ,False
356,356,swishersweets 793,Something new is coming soon Stay tuned…,False,False,None,False
357,357,swishersweets 744,Now this is something you can really sink your teeth into,False,False,None,False
358,358,swishersweets 750,We just dropped count em THREE CStore Session videos featuring urdjuice in Detroit Slide over to our YouTube Channel to watch and while you’re there don’t forget to Subscribe ,False,False,#LinkInBio,False
359,359,swishersweets 778,Pocketsized but highly prized,False,False,None,False
360,360,swishersweets 195,Were always here for some wine Leave a 🍷 if you feel the same,False,False,None,False
361,361,swishersweets 181,We can all use a Swisher Sweet rn  Head to your local cstore to grab some Limited Edition Banana Daiquiri,False,False,None,False
362,362,swishersweets 57,Get tippy with it ,False,False,#SSBLK,False
363,363,swishersweets 5,This is how we wine down after the holidays ,False,False,#SSBLK,False
364,364,swishersweets 43,Purple is always the play ,False,False,#SSClassicCigarillos,False
365,365,swishersweets 803,When you go to the store for some Swishers and walk into a BOB show Keep an eye out for the debut of the latest edition of our CStore Sessions pop up concert series,False,False,None,False
366,366,swishersweets 630,Which Swisher blend are you holding rn,False,False,None,False
368,368,swishersweets 142,You dont need a getaway to get away Just a quiet spot and the BLK of your choice,False,False,None,False
369,369,swishersweets 624,Who’s tearing into Tropical Fusion this weekend     ,False,False,#SwisherSweets  #Swisher  #SinceDayOne  #SmokeBreak  #LightItUp,False
370,370,swishersweets 94,We got your right here Cop your own bucket tee and slides at swishergearcom,False,False,#OOTD ,False
371,371,swishersweets 80,Twilight That time when the day is over but the night is just beginning Welcome to the sweetest hour of them all how are you making the most of it ,False,False,#LifeIsSweet,False
372,372,swishersweets 618,The coldest in the game ❄ Bundle up and come see laflare1017 at the 2nd Annual NOLA Takeover     ,False,False,#LinkInBio  #GucciMane  #SwisherArtistProject  #NOLATakeover,False
373,373,swishersweets 397,Don’t mind if I do,False,False,None,False
374,374,swishersweets 383,Squad Goals,False,False,None,False
375,375,swishersweets 354,Everyone’s out there looking for deals but we’re like,False,False,None,False
376,376,swishersweets 432,Feelin’ patriotic with these three today 🇺🇸 comment below which blend you’re representing with ,False,False,#Happy4th,False
377,377,swishersweets 426,Yeah fam we went there Mango  Passion Fruit bring the summer vibes straight to your Swisher Tag a friend to spread the passion,False,False,None,False
378,378,swishersweets 340,Whos gonna be on the naughty list with you this year  them below,False,False,None,False
379,379,swishersweets 368,Drop a ✋if you mess with White Grape,False,False,None,False
380,380,swishersweets 369,Leave the rest behind it’s leaf season,False,False,None,False
381,381,swishersweets 427,You cant fake that Classic style,False,False,None,False
382,382,swishersweets 341,Weve been keeping this one a secret for A LONG TIME Introducing Swisher Sweets Silver Hit the link it our bio to find it near you,False,False,None,False
383,383,swishersweets 355,When your Grandma asks you to pass the Leaf ,False,False,#HappyThanksgiving,False
384,384,swishersweets 433,Get in the center of the Shaqtion with this exclusive interview ,False,False,#SummerTwist,False
385,385,swishersweets 382,Tag your Friday crew and let em know what blend youre rolling up to the party with,False,False,None,False
386,386,swishersweets 396, a friend who accessorizes with Limited Editions,False,False,None,False
387,387,swishersweets 619,When it comes to Tropical Fusion there’s no confusion     ,False,False,#SwisherSweets  #Swisher  #SinceDayOne  #SmokeBreak  #LightItUp,False
388,388,swishersweets 81,Tag away Weve got tylayaweh,False,False,None,False
389,389,swishersweets 95,It’s wild to say but we believe it  fam So be generous with the love when you’re out and aboutjust show it from a distance After all it’s the little moments that remind us that   Drop a 👋  to a longlost friend below,False,False,#LifeIsSweet #LifeIsSweet,False
390,390,swishersweets 143,Grab that Monday Swisher Sweets and spark the lighter fam You earned it,False,False,None,False
391,391,swishersweets 625,On sale now Gucci Mane MGK Fetty Wap  Desiigner coheadline the 2nd Annual NOLA Takeover Dec 28th    laflare1017 lifeofdesiigner machinegunkelly fettywap1738,False,False,#Linkinbio  #SwisherSweets  #NOLATakeover  #NOLA  #SwisherArtistProject  #NewYearsEve ,False
392,392,swishersweets 631,One for me one for you,False,False,None,False
394,394,swishersweets 802,The remedy for rush hour ,False,False,#WildRush,False
395,395,swishersweets 42,So fresh and so 🔥 So fresh and so 🔥,False,False,None,False
396,396,swishersweets 56,Tap it to pass it ,False,False,#SSLeaf,False
397,397,swishersweets 4,What would you do if TylaYaweh showed up at your door Head to IGTV to watch more ,False,False,#SSAPGrant  #SSArtistProject  #LifeisSweet,False
398,398,swishersweets 180,If you havent stocked up on Swisher Sweets gear what are you waiting for Get your summer fit now ,False,False,#SSGear,False
399,399,swishersweets 194,The LAST prize goes to… Thanks to everyone for tuning in to win some awesome prizes while practicing social distancing  Tag below who you can’t wait to see once the quarantine is over and you could have this TV on its way to you As always 24 hours only to qualify NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SocialDistancing  ,False
400,400,swishersweets 779,Imagine yourself on the BIG stage Think you got the skills to take your music career to the next level We’re looking for the next group of emerging artists to join the Class of 2018 Apply today using the link in our bio,False,False,#SwisherArtistProject ,False
401,401,swishersweets 751,For those proud to make their own path ,False,False,#RoughCut,False
402,402,swishersweets 745,Rustic raw and made for the modern day Outlaw ,False,False,#SwisherSweetsOutlaws,False
403,403,swishersweets 792,Ugggggggh six more weeks of winter Thanks for nothing Phil ,False,False,#GroundhogDay,False
404,404,swishersweets 786,It’s here  Say aloha to the latest blend  Maui Pineapple is in stores now but only for a limited time,False,False,#SwisherFans #LimitedEdition ,False
405,405,swishersweets 209,Down in the dumps cause you didn’t win a flat screen the past three days  Well we’re back with another opportunity to win as a THANK YOU from Swisher Sweets for socially distancing yourself and being responsible Comment below to let us know your funniest of all time smoking story to win NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes Down in the dumps cause you didn’t win a flat screen the past three days  Well we’re back with another opportunity to win as a THANK YOU from Swisher Sweets for socially distancing yourself and being responsible Comment below to let us know your funniest of all time smoking story to win NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SocialDistancing   #SocialDistancing  ,False
406,406,swishersweets 553,Double tap if you keep a Swisher on deck at all times    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #Cigarillos  #LightItUp,False
407,407,swishersweets 235,This pocket tee is COMF Grab one for Spring,False,False,None,False
408,408,swishersweets 221,This year its no joke Happy Hour starts now  Swisher Sweets Limited Edition Banana Daiquiri in storesfor real,False,False,None,False
409,409,swishersweets 547,2 friends 1 swisher Tag your go to    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #CocoBlue  #Cigarillos  #LightItUp,False
410,410,swishersweets 590,Only 3 days left to enter the NOLA Takeover Sweepstakes Hit the link in our bio to win travel hotel and VIP tickets for 2 to the Artist Project’s biggest party to date    ,False,False,#SwisherArtistProject  #NOLATakeover  #Sweepstakes  #Linkinbio,False
411,411,swishersweets 584,Sweet like a Georgia Peach 🍑     ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #Cigarstagram  #Peach,False
412,412,swishersweets 592,Shop httpswishergearcom and use coupon code CYBER40 to save 40 in our entire online store    ,False,False,#SweetDeals  #CyberMonday  #Swisher  #SwisherSweets  #SinceDayOne  #SmokeBreak  #LightItUp,False
413,413,swishersweets 586,What are you smoking today  Comment below 👇👇    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #Smoking  #LightItUp,False
414,414,swishersweets 237,That’s the tylayaweh motto and we’re bringing it with us all through 2020 Educate yourself on the Class of 2020 artist with this interview,False,False,None,False
415,415,swishersweets 551,You got that gear Keep it fresh in 2019 with official Swisher merchandise Link in bio to shop    ,False,False,#SwisherSweets  #Swishers  #SwisherMerch  #SmokeBreak  #SinceDayOne  #Cigarillos,False
416,416,swishersweets 545,in full effect Who are you kicking it with today    ,False,False,#SundayFunday  #SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #SundayFunDay  #BananaSmash  #Cigarillos  #LightItUp,False
417,417,swishersweets 223,What’s up fools It’s April 1 The wait is over Can you call our blend this year,False,False,None,False
418,418,swishersweets 579,Sundays are for the boys Tag your gameday crew     ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #VIP  #BlowingSmoke  #LightItUp,False
419,419,swishersweets 790,ONE TEAM ONE LOVE It doesn’t matter where you’re from or what team you root for we’re all TEAM SWISHER Cop this heat in the online shop at the link in our bio,False,False,#SwisherGear ,False
420,420,swishersweets 784,Looking for something a little more rough around the edges  Get hype to outlawscigars,False,False,None,False
421,421,swishersweets 753,Swisher Sweets Outlaws are as bold as the people who smoke them Swipe to meet some of our posse,False,False,None,False
422,422,swishersweets 747,It’s dinner time Check out our new Limited Edition Dinner Series lineup and leave a comment with another classic dish you think would make a great blend,False,False,None,False
423,423,swishersweets 182,Nothing fresher than a new fit ,False,False,#SSGear,False
424,424,swishersweets 196,We want to applaud y’all for doing your part in keeping society safe Peace love and Swisher Sweets  Comment below what you’re grateful for in the world rn for one of your last chances to win a free laptop NO PURCHASE NECESSARY Void where prohibited Must be legal US resident 21 See link in bio for full rules Each person that submits a comment will receive an entry in the sweepstakes,False,False,#SocialDistancing  ,False
425,425,swishersweets 68,Its the weekend Get that game face on,False,False,None,False
426,426,swishersweets 40,Bling Bling Bling ,False,False,#SSMINIS,False
427,427,swishersweets 800,Setting the standard since 1958,False,False,None,False
428,428,swishersweets 6,‘Tis the season to celebrate the ones who’ve always been there Whether youre celebrating virtually or inperson we hope you have a safe and happy holiday ,False,False,#LifeIsSweet,False
429,429,swishersweets 54,All blinged up like Gucci ,False,False,#SSMINI,False
430,430,swishersweets 627,What’s your goto Swisher blend     ,False,False,#SwisherSweets  #SwisherMango  #SinceDayOne  #SmokeBreak  #LightItUp,False
431,431,swishersweets 141,If you like our Original pouch youll love the remix Heat up that summer smoke sesh with one of our four pouches ft the OG Swisher Sweets Original Red cigarillo inside Hurry up fam cause these WILL run out If you like our Original pouch youll love the remix Heat up that summer smoke sesh with one of our four pouches ft the OG Swisher Sweets Original Red cigarillo inside Hurry up fam cause these WILL run out ,False,False,#SummerEdition  #SummerPromo  #SummerIsSweet  #SummerEdition  #SummerPromo  #SummerIsSweet,False
433,433,swishersweets 633,Better pack some Black,False,False,None,False
434,434,swishersweets 83,Which blend gets you cheesing like this ,False,False,#SSClassicCigarillos,False
435,435,swishersweets 169,The sun is setting on Friday night Time to light up and let the week roll off your shoulders ,False,False,#LifeIsSweet,False
436,436,swishersweets 97,Always keep some spare Diamonds on deck Always keep some spare Diamonds on deck ,False,False,#SSClassicCigarillos  #SSClassicCigarillos,False
437,437,swishersweets 380, a girl whose got good taste,False,False,None,False
438,438,swishersweets 394,Dont leave her hanging,False,False,None,False
439,439,swishersweets 343,📣🎉MIAMI🎉📣 Swisher Sweets Artist Project presents dababy at shaqsfunhouse during the Big Game Weekend TIX on sale Thursday at 11AM EST at the link in our bio Stay tuned for ticket giveaways  more artists TBA,False,False,None,False
440,440,swishersweets 425,Leave the rest behind Leaf is here,False,False,None,False
441,441,swishersweets 431,Fam we’ve got BIG news coming this week Stay tuned 👀,False,False,None,False
442,442,swishersweets 357,We went back to the Chi with Valee to get the knowledge on where his artistic journey started Hear the story straight from the partner here,False,False,#SwisherArtistProject ,False
443,443,swishersweets 419,Pro Tip The second Swisher is the ultimate icebreaker,False,False,None,False
444,444,swishersweets 418,What does your blend say about you Let us know below,False,False,None,False
445,445,swishersweets 430,Tomorrow we’re dropping the big news Are you ready to leave the rest behind,False,False,None,False
446,446,swishersweets 356,is the biggest party night of the year Let’s do this,False,False,#ThanksgivingEve ,False
447,447,swishersweets 342,Wildin out Wednesday doesnt have to stop just cause Santas watching,False,False,None,False
448,448,swishersweets 424,For the true originals Have you added Leaf to your lineup yet,False,False,None,False
449,449,swishersweets 395,means longer nights to party Celebrate with a Limited Edition fam,False,False,#FirstDayOfFall ,False
450,450,swishersweets 381,Comment below what youre packing with Passion Fruit,False,False,None,False
451,451,swishersweets 168,Hands up if youre always stocked up on Silver,False,False,None,False
452,452,swishersweets 96,When you want a smooth escape is the play,False,False,#BLK ,False
453,453,swishersweets 82,Our girl justinavalentine swings through in this video with an update AND a tip on where to find your next pack Check it out 👀,False,False,None,False
454,454,swishersweets 154,Reflective and resolute ,False,False,#Juneteenth,False
455,455,swishersweets 632,Who’s mad for Mango,False,False,None,False
456,456,swishersweets 626,Be sure you got a rider beside you     ,False,False,#SwisherSweets  #SwisherMango  #SinceDayOne  #SmokeBreak  #LightItUp,False
457,457,swishersweets 140,Its a grape day to take the party outside Whos burning a Classic Swisher Sweets today,False,False,None,False
458,458,swishersweets 7,TylaYaweh drops in to surprise artist lilgoyaxo with a 10K Swisher Sweets Artist Project Hometown Grant check We cant wait watch Lil Goya rise in 2021 ,False,False,#Orlando  #SSAPGrant  #SSArtistProject  #LifeisSweet,False
459,459,swishersweets 55,and by tweet we mean post This better hit 500 Likes fam,False,False,None,False
460,460,swishersweets 801,Limited Edition Lemon Cop Lemon Ice before it goes back in the vault,False,False,None,False
461,461,swishersweets 41,Fam you seen these yet The Limited Time Camo package edition of our Swisher Sweets Green Cigarillos just dropped and they look 🔥 ,False,False,#SSGreen   #SSlimitededition,False
462,462,swishersweets 197,Its always time but when the sun goes down and lighters go up its hard not to think that ,False,False,#SwisherSweets  #LifeIsSweet,False
463,463,swishersweets 69,Smooth  steady like a ,False,False,#SSBLK,False
464,464,swishersweets 183,Sweet like a peach Double tap if this is your favorite blend,False,False,None,False
465,465,swishersweets 746,Pass the Swisher and turn up the music it’s  Tag your partner in party 👇👇👇,False,False,#WorldPartyDay,False
466,466,swishersweets 752,Hold out for the original Never settle for less,False,False,None,False
467,467,swishersweets 785,Good things come in threes like Swisher Sweets Mini Cigarillos,False,False,#ShortAndSweet ,False
468,468,swishersweets 791,We can’t get enough of our newest Encore Edition So pumped that Banana Smash is here to stay Tag a friend who needs some Banana Smash in their life,False,False,None,False
469,469,swishersweets 578,Who are you sharing your Swishers with today Tag em    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #BananaSmash  #CrewLove  #LightItUp,False
470,470,swishersweets 544,Where the ladies at Tag the in your life    ,False,False,#SwisherSweeties  #SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #Cigarillos  #LightItUp  #Blueberry,False
471,471,swishersweets 222,Oh yeah Things just got bananas This years blend is no joke Swisher Sweets Limited Edition Banana Daiquiri,False,False,None,False
472,472,swishersweets 236,Get down with the south Florida sensation and Class of 2020 artist right here on our Instagram,False,False,None,False
473,473,swishersweets 550,Who run the world    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #Cigarillos  #LightItUp  #GirlPower,False
474,474,swishersweets 587,All smiles for Sweets    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SmokingSection  #BabesWhoSmoke  #ChicksWhoSmoke  #SinceDayOne  #Classic,False
475,475,swishersweets 593,If this ain’t part of your Sunday Funday routine you’re doing it wrong    ,False,False,#SundayFunday  #Swisher  #SwisherSweets  #SinceDayOne  #WhiteGrape  #SmokeBreak  #LightItUp,False
476,476,swishersweets 597,Thankful for the real ones    ,False,False,#Friendsgiving  #HappyThanksgiving  #Swisher  #SwisherSweets  #SinceDayOne  #SmokeBreak  #LightItUp,False
477,477,swishersweets 583,Classic indeed    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #Cigarstagram  #Classic  #Cigarillos,False
478,478,swishersweets 568,Tag someone who only smokes classics    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #Cigarstagram  #Classic  #Cigarillos,False
479,479,swishersweets 554,Right before MGK climbed up the balcony and scaled the railing for the most epic performance ever Swipe through to see the Wild Boy tearing it up at the     ,False,False,#NOLATakeover  #SwisherSweets  #SwisherArtistProject  #est4life  #machinegunkelly  #NOLA  #est19xx,False
480,480,swishersweets 232,When the world is all bumping and youre needing a SMOOTH move ,False,False,#BLK,False
481,481,swishersweets 226,April fools is comin’  you know we love to tease a good blend We’re counting down our fave fakes  stay tuned for April 1  What blend would you love to see,False,False,#SwisherSweetsBreakfastSeries ,False
482,482,swishersweets 540,True to the streets    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #BoozyWatermelon  #Cigarillos  #LightItUp  #TrueToTheStreets,False
483,483,swishersweets 795,Make it a Grape day with our Mini Cigarillos ,False,False,#ShortAndSweet,False
484,484,swishersweets 781,It was an honor to have iamcardib headline  Just wait until you see what we have planned this year,False,False,#NOLATakeover,False
485,485,swishersweets 756,When you need to keep it  Mini Cigarillos got your back    ,False,False,#ShortAndSweet #SwisherSweets  #SwisherSweet  #Swisher  #SwisherMini  #Blueberry  #SinceDayOne  #SmokeSesh  #SmokeBreak  #LightItUp,False
486,486,swishersweets 742,Getting to the top is never easy  We founded the as a way to give back to the culture that’s repped the shield since day one The Artist Project is an accelerator for the next generation of rap and hip hop visionaries We pair them with other artists at the top of their game give them a chance to show out in front of their home crowd then invite the best to join us in making their mark  The best part of it fam You’re along for the ride Keep an eye on apswishersweetscom for the tour schedule You’ll get to see the best emerging talent in your city catch an unforgettable set by one of our headliners then vote to send your favorite local artist on to our end of the year bash  Get ready Swisher fam 2018 is going to be 🔥,False,False,#SwisherArtistProject  #SwisherSweets  #PackNight2018 ,False
487,487,swishersweets 45,Think you’re the next BrantleyGilbert Here’s your chance to prove it Hit the link in our bio to apply for our latest Hometown Grant exclusively for artists on the come up from  The winner receives 15k and an interview with the  Hurry up applications close SOON ,False,False,#Atlanta #SSArtistProject #SSAPGrant  #LifeIsSweet,False
488,488,swishersweets 805,Rep the shield with merch Link in bio,False,False,#Swisher ,False
489,489,swishersweets 51,Check it out 👆,False,False,#BlendBattle,False
490,490,swishersweets 811,Here’s to celebrating the New Year with the originals Tag a friend who’s been with you ,False,False,#SinceDayOne,False
491,491,swishersweets 3,End 2020 in a new fit Only four days left to rep the shield at 25 off Oh yeah and were throwing in free shipping Link in our bio,False,False,#SSGear ,False
492,492,swishersweets 187,Who else is ready for a Strawberry summer night ,False,False,#LifeisSweet,False
493,493,swishersweets 79,It’s time to level up your smoke session ,False,False,#BLK,False
494,494,swishersweets 193,Honey straight DRIPPING,False,False,None,False
495,495,swishersweets 178,Can’t decide which blend to pair with your drink today  No problem Double up for some Cinco de Mayo celebration  ,False,False,#HappyCincoDeMayo  #SSblends,False
496,496,swishersweets 86,Go get em 👇 Go get em 👇,False,False,None,False
497,497,swishersweets 92,Twilight is the best time to explore the hood Double tap if you agree ,False,False,#LifeIsSweet,False
498,498,swishersweets 144,What’s your favorite blend,False,False,#SundayFunday ,False
499,499,swishersweets 622,They brought the house down in Los Angeles Detroit Philadelphia and Atlanta Together they’ll blow the roof off the Orpheum Theater in New Orleans when all four of this year’s headliners take the stage at NOLA Takeover  Tickets are now available through the link in bio    ,False,False,#SwisherSweets  #NOLATakeover  #NOLA  #SwisherArtistProject  #NewYearsEve,False
500,500,swishersweets 636,Oops pockets froze,False,False,None,False
501,501,swishersweets 150,Were bringing the bottle service from the club to the crib with this one  Introducing Swisher Sweets Cognac AVAILABLE NOW,False,False,None,False
502,502,swishersweets 385,Dont leaf for gameday without it,False,False,None,False
503,503,swishersweets 391,Where the Cherry Dyamite fans at ✋ 👇,False,False,None,False
504,504,swishersweets 408,Ghetto Lenny with the dance moves Go listen to saintjhn’s new album Ghetto Lenny’s Love Songs OUT NOW,False,False,None,False
505,505,swishersweets 420,Double tap if youre escaping with Passion Fruit this weekend,False,False,None,False
506,506,swishersweets 346,If Diamonds were a holiday song what song would it be Comment below 👇,False,False,None,False
507,507,swishersweets 352,Consider this the green light to start that party,False,False,None,False
508,508,swishersweets 434,It got pretty down in Miami Watch here to see how it all went down,False,False,#SummerTwisted ,False
509,509,swishersweets 353,Riding into the last month of 2019 like,False,False,None,False
510,510,swishersweets 435,That mood all week🎉 Tag your partner in crime below👇👇,False,False,#SummerTwist ,False
511,511,swishersweets 421,Its Friday time to get twisted 🏝,False,False,None,False
512,512,swishersweets 347,Tis the szn,False,False,None,False
513,513,swishersweets 409,Keep your friends close and your Swishers closer    ,False,False,#Swishers  #SwisherSweets  #HotGirlSummer  #Cigarstagram,False
514,514,swishersweets 390,Girl you know I got you,False,False,None,False
515,515,swishersweets 384,How many Limited Editions can you name Show out 👇👇,False,False,None,False
